Image,Label
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0975_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1205_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1411_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0677crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0401crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0635crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0817crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0335_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0449_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1146crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0967crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0072_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0153_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0075_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1457crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1419crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1173crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0519crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0194_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1283crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1298crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1061_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1351_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0254crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0938crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1422crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1196crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0140crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1363crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0483_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0436_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0011_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0352_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1395crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0227_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0409_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1467_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1109crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0440crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1445_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0989crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0860_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0444crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0388_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0710crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0729crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1326crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1392_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0694crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0060crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1237crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0019_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0655crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0317_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0640_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1384_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0820_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0542crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1423_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1366crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0085_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0091_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1006crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0927crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0408_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0783crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1354crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0492_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0936crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0738_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0149_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0841crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0049_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0684crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0614crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0151crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0427crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0279_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1051crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0100_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0881_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/1469_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0720_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0793crop.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0735_mirror.png,1
/home/bruno/Desktop/ML_EX2/Data_crop/train/1/0184crop.png,1
